Event,Latitude,Longitude,Elevation [m],Depth [m],SST (1-12) [°C],O. universa [%],G. conglobatus [%],G. ruber [%],G. tenellus [%],G. sacculifer [%],S. dehiscens [%],G. aequilateralis [%],G. calida [%],G. bulloides [%],G. falconensis [%],G. digitata [%],G. rubescens [%],G. quinqueloba [%],N. pachyderma s [%],N. pachyderma d [%],N. dutertrei [%],G. conglomerata [%],G. hexagona [%],P. obliquiloculata [%],G. inflata [%],G. truncatulinoides s [%],G. truncatulinoides d [%],G. crassaformis [%],G. hirsuta [%],G. scitula [%],G. glutinata [%]
V21-28,1.083,-87.28,-2714,0.01,24.498,0.54,0,4.54,0.76,4.54,0,4.32,1.08,8.32,0,0.54,0.54,0,0.32,1.08,55.51,0,0.32,1.62,0,0,0,0,0,0.76,15.23
V21-29,0.95,-89.35,-712,0.01,23.582,0.1,0,6.85,0.31,2.08,0,2.6,0.42,24.51,0.31,0,1.25,0.93,0.21,2.39,45.17,0,1.45,0.1,0.31,0,0,0.42,0,2.39,8.2
V21-31,-1.833,-90.47,-3334,0.01,22.863,0.21,0,0.83,0,0.21,0,0.42,0.21,2.18,0,0.62,0,0,0,0,92.31,0,0,0.21,0,0,0,0,0,0.62,2.18
V21-34,-5.367,-93.37,-3081,0.01,23.296,0.33,0,5.25,0.22,5.8,0,2.95,0.55,0,0.33,0,0,0.55,0,2.19,69.26,0.22,0.88,1.09,0.55,0,0,0,0,0,9.85
V21-39,-6.317,-104.7,-3541,0.01,24.466,0.66,0.27,2.39,0.27,4.38,0.27,1.46,0.27,2.79,0,0.27,0,0,0,2.79,78.12,0.53,0.93,1.86,0,0,0,0,0,0,2.79
V21-41,-4.717,-109.4,-3435,0.01,24.009,0.93,0.46,4.41,0,12.2,0,3.95,0,1.51,0,0,0,0,0,2.9,62.95,0,3.37,3.95,0,0,0,0,0,0,3.37
V21-79,34.033,138.37,-3550,0.1,21.611,0,1.03,5.15,0,0,0,0,9.28,15.46,2.06,0,1.03,1.03,0,11.34,23.71,0,0,0,19.59,0,0,0,0,0,10.31
V21-83,27.9,140.05,-3702,0.1,24.648,1.03,1.03,5.15,0,2.06,0,3.09,3.09,2.06,0,1.03,0,0,0,1.03,12.37,0,0,2.06,51.55,0,8.25,0,0,1.03,5.15
V21-84,27.95,141.37,-4116,0.1,24.666,1.09,1.09,7.61,0,1.09,1.09,0,1.09,1.09,0,0,0,0,0,0,5.43,0,0,1.09,76.09,0,2.17,0,0,0,1.09
V21-85,27.967,142.5,-1684,0.01,24.698,1.21,10.08,17.24,0.1,0,0,1.61,0,18.75,1.92,0.4,0,0,0,8.17,0,0,0,0.5,20.67,0,8.47,0,0.3,1.61,8.97
V21-93,24.617,142.47,-2878,0.01,26.416,1.52,12.93,33.23,0.61,11.62,0.1,2.63,1.92,6.97,0,1.72,0.3,0,0,0.4,3.64,0,0,1.31,2.53,0.1,6.26,0.61,0.3,0.81,10.51
V21-93,24.617,142.47,-2878,0.1,26.416,4.08,0,34.69,1.02,8.16,0,6.12,16.33,2.04,3.06,0,1.02,0,0,1.02,7.14,0,0,0,4.08,0,2.04,0,0,2.04,7.14
V22-106,-46.13,-10.9,-3037,0,5.302,0,0,0,0,0,0,0,0,13.55,0.51,0,0,7.29,63.04,1.33,0.82,0,0,0,9.03,0.31,0,0,0,0,4.11
V22-106,-46.13,-10.9,-3037,0.02,5.302,0,0,0,0,0,0,0,0,13.55,0.51,0,0,7.29,63.04,1.33,0.82,0,0,0,9.03,0.31,0,0,0,0,4.11
V22-107,-44.47,-6.633,-3898,0,7.173,0.31,0,0,0,0,0,0,0,51.97,1.04,0,0,2.39,14.73,1.04,0,0,0,0,19.61,6.43,0.52,0,0,0.31,1.66
V22-107,-44.47,-6.633,-3898,0.02,7.173,0.31,0,0,0,0,0,0,0,51.97,1.04,0,0,2.7,14.63,1.56,0,0,0,0,18.98,6.43,0.52,0,0,0.31,1.56
V22-108,-43.18,-3.25,-4171,0,8.538,0.2,0,0,0,0,0,0,0,57.7,0,0,0,1.81,4.53,2.01,0.2,0,0,0,24.77,7.35,0.2,0,0,0,1.21
V22-122,-39.583,24.583,-3272,0,17.767,0.8,0.2,0.91,0.2,0.8,0,0,0,26.86,0.6,0,0,0.2,0.6,5.43,7.95,0,0.2,0,48.09,4.63,0.2,0.6,0.91,0.5,0.3
V22-168,-17.47,-5.183,-4625,0,22.138,1.02,0.57,23.13,2.38,15.99,0,2.15,1.59,1.81,5.33,0.57,0,0,0,0.23,0.79,0,0,4.54,9.07,0,5.33,6.69,0,0.79,18.03
V22-169,-16.25,-5.733,-3499,0,22.233,1.53,0.44,24.78,6.66,13.86,0,2.73,1.97,2.18,10.04,0.66,1.31,0,0,0,3.82,0,0,1.75,7.75,0.87,3.6,4.69,0,1.09,10.26
V22-172,-12.67,-9.817,-4127,0,23.783,0.53,0.32,53.2,1.6,9.49,0,7.04,1.92,0.85,1.6,0.32,0,0,0,0.32,3.73,0,0,1.92,2.13,0,1.6,2.67,0,0.53,10.23
V22-175,-8.767,-14.28,-2950,0,25.696,0.22,0.54,49.89,0.75,18,0.54,8.19,1.29,0.22,0.97,0.54,1.51,0,0,0,3.02,0,0,2.8,0.22,0,0.54,0.75,0,0,10.02
V22-177,-7.75,-14.6,-3290,0,25.85,2.22,0.22,37.33,1,21.44,0.22,5.44,1,2.67,0.44,0.22,0.44,0,0,0.22,11.11,0,0,3.44,3.44,0,1,0.44,0.22,0.78,6.67
V22-179,-4.883,-15.73,-3576,0,26.1,0.43,0.21,44.47,0,26.21,0,3.11,1.61,0.43,0,0,0.21,0,0,0.21,8.16,0,0,3.65,1.29,0,1.07,1.29,0,0,7.63
V22-180,-3.3,-16.43,-4338,0,26.147,0.8,0,5.9,0,31.9,0.8,2.55,0,0.4,1.07,1.47,0,0,0,1.07,21.98,0,0,21.31,1.47,0.4,0.4,1.88,0,0,6.57
V22-182,-0.533,-17.27,-3776,0,26.472,0,0,42.06,0,19.31,0,4.88,2.11,0.22,4.11,0.22,0.78,0,0,0.22,4.88,0,0,3.66,0.55,0.22,0,1,0,0.22,15.54
V22-188,4.667,-20.92,-2600,0,27.442,3.21,0.86,37.75,0.32,27.17,0,4.39,2.67,0.64,1.5,0,1.5,0,0,0.32,6.74,0,0,1.5,0.86,0,0.86,1.5,0,1.18,7.06
V22-202,14.4,-21.15,-4310,0,24.978,6.01,1.67,2,0.33,21.04,0.83,1.17,0,0,0,0,0,0,0.33,0.83,37.56,0,0,9.35,12.85,0,0.33,5.68,0,0,0
V22-204,15.017,-23.23,-1723,0,24.769,1.13,0,43.86,5.64,12.06,0,3.83,0.34,3.83,0.56,0.34,2.93,0,0,0.34,5.64,0,0,0.34,4.74,0,0,0.34,0.34,2.03,11.72
V22-211,20.7,-31.45,-4402,0,23.681,0.65,0.87,47.84,0.32,22.62,0.32,3.9,2.06,0.87,1.52,0.32,0.32,0,0,0.87,4.11,0,0,0.87,2.38,1.84,1.52,0.87,0,0,5.95
V22-219,27.917,-43.63,-2582,0,23.793,2.25,1.13,50.1,6.05,2.25,0,3.28,2.25,0.31,6.66,0.51,2.25,0,0,0,0.82,0,0,0,6.05,3.07,2.46,0,3.07,0.82,6.66
V22-232,34.75,-57.25,-4685,0,22.21,3.53,0,17.86,0,4.84,0,3.53,0.81,1.51,1.01,0.3,0,0.3,0.81,1.82,4.84,0,0,0.81,22.5,14.53,3.33,0,6.66,0,11
V22-24,12.75,-45.63,-4321,0,26.655,0.84,0.84,42.84,0,33.05,0.21,5.79,0.84,0,0,0.63,0,0,0,0.42,6.21,0,0.21,2.32,0,0,0.84,0.84,0,0,4.11
V22-26,8.717,-41.25,-3720,0,27.314,1.27,0.32,45.57,0,25.21,0,4.43,1.58,0,0,0,3.48,0,0,0.32,4.11,0,0,1.9,0.63,0,0,0.63,0,1.27,9.28
V22-36,-6.117,-30.58,-5191,0,27.183,0,0,38.7,3.57,8.11,0,0.65,0.86,0.86,0.65,0.32,8.97,0,0,0.65,4.76,0,0,2.7,0,0,3.03,0.32,0,0.65,25.19
V22-38,-9.55,-34.25,-3797,0,27.198,0.88,2.32,55.74,1.1,14.57,0.22,5.96,3.2,0,0.66,0.22,1.88,0,0,0,0.44,0,0,0.66,0,0,0.22,0.22,0,0,11.7
V22-71,-29.42,-33.42,-3314,0,21.839,1.64,2.76,38.45,4.5,5.01,0,6.44,2.25,2.76,3.58,0.31,0.51,0,0,0.82,1.43,0,0,0,6.13,3.58,5.62,0,3.37,3.58,7.26
V22-92,-50.1,-42.93,-1686,0.03,4.39,0,0,0,0,0,0,0,0,12.5,0,0,0,2.02,72.18,1.11,0.3,0,0,0,9.07,0.81,0,0,0,0,2.02
V22-93,-50.78,-43.17,-1320,0.01,4.614,0,0,0,0,0,0,0,0,22.6,0.61,0,0,12.37,48.98,2.15,1.53,0,0,0,6.85,3.07,0,0,0,0,1.84
V22-94,-51.52,-43.5,-2164,0.01,3.577,0,0,0,0,0,0,0,0,12.25,0.6,0,0,2.81,71.59,0.9,0.9,0,0,0,8.43,0.9,0,0,0,0,1.61
V23-101,19.883,-25.53,-4482,0,23.117,1.64,0,32.2,1.99,25.53,0,1.99,0,1.41,4.68,1.05,0,0,0,1.64,8.43,0,0,1.05,6.32,1.99,1.64,0,0,0,8.43
V23-105,17.2,-35.83,-5009,0,24.914,0.89,2.56,46.27,0.56,23.52,0,4.79,0.56,0,0,0.89,0,0,0,0,5.69,0,0,3.46,1.45,0.89,2.01,1.11,0,0,5.35
V23-107,17.483,-40.67,-5104,0,25.42,0.94,0.52,53.71,2.19,10.66,0,2.4,0.94,0.52,1.67,0.21,2.19,0,0,0.73,4.28,0,0,2.4,1.15,0.94,2.4,0.94,0,0,11.18
V23-13,41.517,-45.13,-4845,0,18.693,1.14,0.21,11.93,0,2.7,0,1.76,0.62,13.69,4.05,0.21,0,0.93,3.53,8.92,13.9,0,0,1.14,25.41,1.35,0.62,0,2.7,0,5.19
V23-22,54.2,-45.97,-3669,0,7.866,0,0,0,0,0,0,0,0,54.08,0.2,0,0,10,22.24,4.59,5.61,0,0,0,0.41,0,0,0,0,0,2.86
V23-29,59.95,-32.85,-2186,0,8.369,0,0,0,0,0,0,0,0,23.64,0.21,0,0,27.13,22.71,8.02,7.91,0,0,0,0.82,0,0,0,0,0.31,9.25
V23-38,62.667,-27.53,-1426,0,8.856,0,0,0,0,0,0,0,0,22.62,1.99,0,0,23.66,11.1,19.16,9.74,0,0,0,0.42,0,0,0,0,0.21,11.1
V23-60,70.05,8.317,-2974,0,7.531,0,0,0,0,0,0,0,0,3.9,0,0,0,11.2,54.2,13.8,15.9,0,0,0,0,0,0,0,0,0,1
V23-81,54.25,-16.83,-2393,0,12.508,0,0,0,0,0,0,0.21,0.21,15.62,1.13,0,0,4.73,0.72,26.52,22.51,0,0,0,10.17,0,0.41,0,0,1.64,16.14
V23-82,52.583,-21.93,-3974,0,13.034,0,0,0.2,0,0,0,0,0,18.55,0.41,0,0,1.74,2.36,25.51,22.54,0,0,0,12.5,0.2,0,0,0.61,1.54,13.83
V23-83,49.867,-24.25,-3871,0,13.959,0,0,0,0,0,0,0,0,21,1.02,0,0,2.05,0.82,24.28,16.6,0,0,0,13.42,0,0.31,0,1.02,1.84,17.62
V23-84,46,-16.92,-4513,0,14.686,2.29,0,2.29,0,0.52,0,1.46,0.21,12.2,5.74,0,0,3.75,0.52,20.96,13.45,0,0,0,12.72,1.04,5.21,0,0.52,2.71,14.39
V24-109,0.433,158.8,-2367,0.01,29.212,0.1,0.91,40.42,1.21,0,0.3,10.08,6.96,0.71,0,0.1,2.42,0,0,0,0,0.81,0,8.27,0,0,0,0,0,0.1,27.62
V24-110,2.35,156.7,-2613,0.01,29.353,0.1,0.91,37.73,0.41,0,0.3,10.75,4.87,0.61,0,0,2.03,0,0,0,0,0.41,0,6.29,0,0,0,0,0,0.1,35.5
V24-117,18.6,142.37,-3706,0.03,28.416,0,1.99,5.24,0,14.97,0.84,11.94,0,6.49,0,0,0,0,0,0.63,5.03,0.84,0.42,46.6,0,0,0,0,0,0,5.03
V24-139,3.517,132.43,-3350,0.01,29.167,0.23,4.32,7.7,0.23,15.64,1.63,10.85,0.23,5.83,0,0.35,0.23,0,0,1.28,16.1,0.12,0,27.3,0,0,0,0.35,0,0,7.58
V24-143,2.067,141.3,-3191,0.01,29.403,0.82,4.91,9.01,0,17.78,0.82,9.24,3.04,0,0,0.23,0.82,0,0,0.23,11.46,2.69,0,29.94,0,0,0.58,0,0,0,8.42
V24-144,1.883,142.38,-3166,0.01,29.399,0,5.08,11.59,0.77,0,0.77,20.97,6.51,0,0,0.77,0,0,0.77,0.77,0,1.43,0,38.96,0,0,0,0,0,0,11.59
V24-145,1.817,143.77,-4288,0.01,29.444,0,3.23,1.04,0,9.57,0.58,6.34,0.58,1.61,0,1.04,0,0,0,0,9.57,1.61,0,63.21,0,0,0,0.58,0,0,1.04
V24-148,-0.833,157.37,-1906,0.01,29.299,0,4.33,29.58,1.51,9.05,0,5.94,1.51,7.95,0,0.1,3.52,0,0,0,1.81,0.2,0,8.75,0,0,0,0,0,0,25.75
V24-149,-1.683,157.45,-1659,0.01,29.32,0.1,0.7,34,2.72,5.84,0.1,4.93,1.61,6.24,0.1,0,5.13,0,0,0,2.01,0.4,0.1,7.95,0,0,0,0,0,0,28.07
V24-150,-2.2,155.7,-1849,0.01,29.606,0,0.6,30.52,2.11,0,0,7.73,12.75,0.9,0.9,0,8.53,0,0,0,0,0.9,0,2.81,0,0,0,0.1,0,0.2,31.93
V24-151,-2.417,154.95,-2591,0.01,29.699,0.2,1.61,36.29,2.52,0,0,6.75,5.65,0.3,0,0.1,2.52,0,0,0,0,0,0,8.37,0,0,0,0,0,0.1,35.58
V24-220,-33.1,1.483,-2635,0,18.381,0.41,0.21,11.15,0.72,1.14,0,3.2,1.65,5.68,23.01,0,0.21,0.21,0.72,3.92,3.2,0,0,0,23.43,7.74,2.99,0.41,2.99,4.75,2.27
V24-221,-32.03,-2.817,-4204,0,19.125,0.9,0.9,8.81,0.3,1.2,0,2.1,1.2,4.3,19.82,0.3,0,0.3,0.6,6.71,3.7,0,0,0,24.42,6.71,5.21,0.6,5.21,2.7,4
V24-223,-34.2,-3.483,-3303,0,18.189,0.61,0.2,6.29,0.41,0,0,0.41,0.81,7.01,29.24,0,0.41,0,0.2,8.02,4.26,0,0,0,21.12,8.43,2.03,1.22,3.65,2.84,2.84
V24-229,-34.45,-10.6,-4202,0,19.294,0,0.71,6.9,0,0,0,0,0.71,6.29,36.41,0,0,0,0.3,6.29,5.58,0,0,0,22.62,6.59,1.62,0,2.64,0.71,2.64
V24-235,-33.25,-19.55,-3722,0,19.535,0,0.71,15.17,0.51,0.2,0.2,0.71,1.21,2.73,27.6,0.2,0,0,0,9,4.85,0,0,0,20.53,3.94,2.43,0,3.94,3.64,2.43
V24-237,-32.2,-26.733,-4193,0,19.37,0,0.91,22.46,0,0.6,0,1.71,0.91,5.44,11.78,0.6,0,0,0.91,14.4,7.15,0,0,0,15.21,4.63,2.62,0,6.65,1.11,2.92
V24-241,-31.6,-30.28,-3944,0,20.117,1.05,0.21,33.61,0.52,1.26,0,1.78,0.52,1.78,17.8,0,0.21,0,0,2.83,1.78,0,0,0,14.24,4.29,3.56,0.21,5.34,3.87,5.13
V24-48,1.717,-109.3,-3720,0.01,24.18,0,0.6,0.36,0,2.87,0.36,0.96,0,0.96,0.36,0.6,0,0,0,1.91,83.27,1.19,0.36,5.02,0,0,0,0,0,0,1.19
V24-8,22.6,-72.6,-4887,0,26.972,2.66,1.53,59.96,2.04,6.03,0,7.05,1.33,0,0.82,0.51,0.51,0,0,0,1.33,0,0,0,0,0.82,3.88,0,0.31,0,11.24
V24-96,27.667,-178,-3305,0.01,24.224,1.76,1.76,27.2,1.17,0,0.59,5.39,0.59,0.59,0,0.59,0,0,0.59,7.74,0,0,0,0,28.37,2.34,10.08,0,0,2.93,8.32
V25-24,26.783,-46.7,-4563,0,24.296,1.54,0.62,64.62,4.1,3.18,0,4.41,0.92,0,3.49,0.31,1.23,0,0,0,0.62,0,0,0.31,3.18,1.85,1.54,0,0.92,0,7.18
V25-46,9.317,-43,-4310,0,27.204,3.11,0.89,35.63,0,37.4,0.44,4,0,0,0,0.89,0,0,0,0,10.1,0,0,2.66,1.33,0,0.89,0.44,0,0.44,1.78
V26-100,-1.55,-34.65,-4308,0,27.079,4.22,4.72,6.75,0,19.22,1.52,6.24,0,0,0,0,0,0,0,0,6.24,0,0,33.9,0,0,0.51,3.2,0,0,13.49
V26-165,30.45,-67.98,-5159,0,23.721,0.61,2.23,59.29,0,2.64,0,1.32,0.2,12.69,0.61,0.81,0,0.2,0,0,1.32,0,0,0.61,10.46,3.96,0.61,0,1.12,0,1.32
V26-31,27.933,-47.77,-4433,0,24.148,0.5,1.21,58.99,1.71,4.62,0,4.12,0.7,1.71,3.42,0.2,0.2,0,0,0,0.7,0,0,0.2,6.53,6.03,2.91,0.2,0.7,0.5,4.82
V26-50,6.267,-17.92,-4826,0,27.867,2.77,2.18,2.77,0,17.47,1.6,0,0,0,0,3.78,0,0,0,0,49.2,0,0,15.87,0.58,0,0,2.18,0,0,1.6
V26-51,6.033,-18.25,-4572,0,27.793,2.86,0.34,11.78,0,50.57,0,2.52,0.34,0,0.69,1.49,0,0,0,0,19.34,0,0,3.2,1.49,0,0.69,4.35,0,0,0.34
V26-52,5.833,-18.08,-4903,0,27.783,5.95,3.19,1.45,0,16.98,5.52,0,1.89,0,0,2.32,0,0,0,0,40.78,0,0,17.85,0,0,0,3.63,0,0,0.44
V26-53,0.3,-14.8,-4323,0,26.338,3.4,0,21.26,0,31.82,0.38,3.77,0,0,0.38,0,0,0,0,0,16.6,0,0,14.09,0.38,0,0.38,0.38,0,0,7.17
V26-55,-11.6,-15.57,-3457,0,25.034,1.16,1.16,51.06,1.37,16.07,0,10.47,2.33,0,1.37,0.32,1.69,0,0,0,1.37,0,0,1.8,0.95,0,0.85,0.63,0,0.32,7.08
V26-63,-23.97,-37.95,-3619,0,24.83,0.87,1.96,57.17,3.15,4.02,0,6.85,1.2,0,0.54,0,0.87,0,0,0,0,0,0,0,1.96,0,4.89,0.33,0.54,0.33,15.33
V26-68,-30.35,-15.8,-3660,0,21.224,0.51,1.32,22.87,1.12,1.32,0.2,2.03,0.61,1.12,18.29,0.3,2.03,0,0.2,2.34,1.32,0,0,0,21.65,5.69,3.35,2.54,2.85,2.74,5.59
V27-10,42.267,-60.5,-3895,0,16.247,0.31,0,0.31,0,0.31,0,0,0,13.35,0,0,0,1.03,25.77,5.13,31.21,0,0,0.72,19.2,0.31,0.31,0,0.31,0,1.75
V27-104,62.867,-17.93,-1057,0,9.885,0.7,0,0,0,0,0,0,0,3.12,0.2,0,0,0.2,44.12,18.69,9.45,0,0,0,17.29,0,0,0,3.12,0,3.12
V27-114,55.05,-33.07,-2532,0.02,8.761,0,0,0,0,0,0,0,0,34.21,0,0,0,3.63,3.13,15.44,17.96,0,0,0,2.12,0,0,0,0,0,23.51
V27-122,48.3,-16.97,-4696,0,14.131,1.03,0.21,0.82,0,0,0,0.41,0.21,11.49,0.82,0.21,0,2.67,7.79,17.54,21.03,0,0,0,21.03,0.82,3.28,0,1.23,0.41,9.03
V27-126,43.8,-14.68,-5201,0,15.688,14.89,0,0.51,0,0,0,1.52,0,0.51,1.01,0,0.51,0,6.99,24.82,9.93,0,0,0,36.27,0.51,1.52,0.51,0,0,0.51
V27-136,43.967,-15.82,-5475,0,15.752,0.4,0,0.8,0,0,0,0.4,0.4,2.01,0,0.4,0,1.61,7.85,25.45,24.65,0,0,0,32.39,0,1.21,0,1.21,0.4,0.8
V27-137,42.7,-17.07,-4883,0,16.402,3.3,0.31,4.74,0,2.78,0,1.13,0,6.59,1.65,0.82,0,0.51,1.13,24.61,11.33,0,0,0,22.66,1.34,3.3,0,1.65,2.78,9.37
V27-143,39.717,-20.15,-4932,0.03,18.173,1.59,0,13.88,0,1.59,0,1.06,0.21,7.94,18.96,0.53,0,1.06,0.74,6.67,5.61,0,0,0,17.69,1.27,4.34,1.8,3.39,3.39,8.26
V27-144,39.617,-13.55,-4894,0,17.398,2.7,0,7.99,0.31,0,0,0.31,0,9.75,1.14,0.62,0.62,7.99,4.15,21.68,16.91,0,0,0,16.29,0.31,1.45,0.31,0.93,0,6.54
V27-15,42.75,-43.23,-4856,0,18.305,0.83,0.52,8.85,0,1.56,0,0.52,0.31,18.85,1.04,0,0,0.83,12.81,14.38,12.81,0,0,0.83,13.33,1.88,0.83,0.31,1.88,0,7.6
V27-16,44.167,-39.87,-4797,0,17.299,0.2,0.2,4.97,0,1.62,0,0,0,10.85,2.64,0,0,0,11.16,8.01,14.91,0,0,0.2,29.82,1.42,1.62,0,3.35,0.51,8.52
V27-162,34.2,-16.87,-4281,0,19.482,1.04,0.31,21.47,0.31,8.2,0,2.7,1.35,4.77,18.05,0.73,0,0,0.31,1.66,1.04,0,0,0.31,13.28,3.73,3.11,1.35,4.05,4.77,7.47
V27-164,29.483,-19.62,-4623,0,20.989,0.95,0,44.47,0.63,5.9,0,2.53,0.95,1.26,12.33,0,0.32,0,0,5.9,8.32,0,0,0,3.69,1.58,1.26,0.63,1.26,0.95,7.06
V27-167,25.933,-26.58,-5099,0,22.487,2.38,2.38,28.73,0,17.6,0.65,3.02,0.65,0,0,0,0,0,0,1.4,2.38,0,0,0.65,15.23,11.77,5.72,1.4,0.97,0,5.08
V27-172,16.533,-28.85,-4938,0,24.599,1.82,1.36,33.86,0.8,21.02,0,4.32,0,1.82,1.36,0.8,0.23,0,0.23,1.59,14.66,0,0,2.16,5.34,0.57,1.59,1.36,0,0.57,4.55
V27-175,8.8,-22.12,-4548,0,27.265,0.43,0.65,24.84,0,36.56,0.86,4.84,1.51,1.94,1.51,0.86,0,0,0.22,1.94,17.2,0,0,2.58,0.86,0,0.86,0,0,0.22,2.15
V27-178,5.1,-26.65,-4327,0,27.236,0.97,0.21,45.44,0.43,41.25,0,4.19,0,0,0.43,0.43,0.21,0,0,0,3.44,0,0,0,0,0,0.43,0.43,0,0,2.15
V27-181,0.067,-25.5,-3601,0,26.377,0.44,0,43.31,0.22,20.46,0,5.01,0.22,0,3.59,0.22,3.81,0,0,0,1.2,0,0,4.24,0.22,0,0,0.22,0,0.22,16.65
V27-184,-11.15,-35.65,-3532,0,27.125,1.2,6.24,63.57,0,11.82,0.33,4.38,3.28,0.33,0,0.33,0.33,0,0,0,0,0,0,0,0,0,0.55,0.33,0,0,7.33
V27-188,-22.05,-23.95,-4643,0.03,25.253,1.02,2.95,61.28,0,10.57,1.02,1.83,1.32,1.02,1.02,2.34,0,0,0,0,0.3,0,0,0,5.79,1.83,5.59,0.81,0,0.3,1.02
V27-190,-27.6,-20.32,-4321,0.01,22.244,0.63,1.15,51.84,0.63,3.36,0.21,3.57,0.84,1.57,2.62,1.57,1.36,0,0.42,0.42,0.84,0,0,0,8.81,5.98,5.56,0.63,1.36,0.21,6.4
V27-191,-33.05,-18.72,-3957,0,19.683,0.2,0.51,13.69,1.42,0.51,0,0.91,0.2,3.96,25.25,0.2,0,0,0,8.82,5.38,0,0,0,13.49,5.78,4.46,0,5.38,6.09,3.75
V27-192,-36.57,-16.87,-3087,0,17.508,0.31,0,2.76,0,0,0,0,0,13.06,26.43,0,0,2.14,1.94,7.35,7.65,0,0,0,20.71,7.65,0.51,0,2.14,4.39,2.96
V27-20,54,-46.2,-3510,0,7.491,0,0,0,0,0,0,0,0,42.48,0.71,0,0,17.15,23.11,4.74,4.34,0,0,0,3.63,0,0,0,0,0.2,3.63
V27-206,-31.37,-1.683,-4748,0,19.438,1.75,1.24,7.12,0,1.96,0.72,4.64,0.52,0.52,7.33,1.24,0,0,0.21,6.4,4.44,0,0,0.21,46.65,2.17,5.57,0.52,3.41,1.24,2.17
V27-21,54.033,-46.87,-3636,0,7.491,0,0,0.2,0,0,0,0,0,43.15,0,0,0,11.35,34.46,3.37,2.66,0,0,0,1.94,0,0,0,0.2,0,2.66
V27-215,-29.53,2.183,-2692,0,19.563,2.31,0,10.09,1.16,3.79,0,2.63,1.47,1.16,14.41,1.16,0.63,0,0,3.79,1.47,0,0,0.32,34.07,2.94,4.1,0,4.1,7.26,3.15
V27-227,-12.32,9.033,-4422,0,23.872,0.92,0,3.03,0,2.77,3.03,0,0,0,0.53,2.11,0,0.26,1.58,8.05,31.66,0,0,4.62,36.02,0,0.26,4.88,0,0.26,0
V27-228,-10.07,11.45,-2392,0.02,25.1,1.56,0,31.74,1,24.61,0,3.01,0.78,0.78,0,0,0,0,0,0,4.79,0,0,1.22,22.27,0,0,3.34,0,2.34,2.56
V27-23,54.733,-53.12,-830,0,4.095,0,0,0,0,0,0,0,0,0.4,0,0,0,0.4,96.79,0.8,0.8,0,0,0,0,0,0,0,0,0.4,0.4
V27-233,2.267,5.733,-3319,0,27.061,1.64,0,3.92,0,12.14,1.01,2.65,0.38,1.01,0,2.91,0,0,0,0.38,45.76,0,0,4.68,17.83,0,0,5.31,0,0.38,0
V27-234,1,1.983,-4618,0,26.457,1.62,0,9.48,0,23.82,2.12,2.87,1.25,2.12,0.87,0.37,0,0,0,0,39.15,0,0,4.49,7.36,0,0,3.74,0,0.37,0.37
V27-239,-7.833,-1.517,-4464,0,24.913,1.9,0,43.6,0,17.99,0.95,1.9,1.27,0.95,0.95,0.32,0.32,0,0,1.59,12.38,0,0.32,1.9,1.27,0,0.32,0.63,0,0.32,11.11
V27-24,55.967,-56.07,-2628,0,3.394,0,0,0,0,0,0,0,0,0,0,0,0,0,97.9,0.3,1.8,0,0,0,0,0,0,0,0,0,0
V27-248,3.05,-11.82,-4543,0,27.153,0,0.55,30.68,0,29.03,0.55,3.75,1.21,0.55,0.33,0,0,0,0,1.43,19.43,0,0,5.19,1.99,0.33,0.55,2.32,0,0.33,1.77
V27-25,56.733,-54.7,-3146,0,4.274,0,0,0,0,0,0,0,0,0.3,0,0,0,0.5,97.59,0.8,0.8,0,0,0,0,0,0,0,0,0,0
V27-250,1.05,-13.63,-4942,0,26.555,15.88,0,1.54,0,10.55,6.75,3.44,0.36,0.71,0,3.44,0,0,0,0.71,13.27,0,0.36,32.46,2.25,0,0,1.18,0,0.36,6.75
V27-254,20.183,-26.62,-4850,0,22.932,1.09,1.09,30.15,0.48,28.45,0.48,3.27,1.94,0.85,1.45,0.48,0,0,0,2.54,6.05,0,0,1.33,7.75,3.39,2.78,0.61,0.24,0.24,5.33
V27-266,35.583,-43.9,-4804,0,21.485,0.54,0.54,22.66,0.21,1.07,0,4.94,0,6.44,11.28,0,0,0,0,3.33,5.69,0,0,0.21,15.9,7.95,1.29,0,8.7,0.54,8.7
V27-28,58.183,-44.62,-2308,0,5.663,0.2,0,0,0,0,0,0,0,10.92,0,0,0,1.1,78.86,3.61,5.11,0,0,0,0,0,0,0,0,0,0.2
V27-30,59.15,-41.07,-2759,0,6.023,0,0,0,0,0,0,0,0,14.39,0,0,0,2.74,64.44,9.32,6.89,0,0,0,0,0,0,0,0,0,2.23
V27-32,60.703,-37.275,-2953,0,7.113,0,0,0,0,0,0,0,0,18.42,0,0,0,23.03,37.77,6.65,6.35,0,0,0,0.2,0,0,0,0,0,7.57
V27-33,61.933,-33.27,-2946,0.01,7.929,0,0,0,0,0,0,0,0,17.23,0,0,0,19.09,28.48,16.41,12.07,0,0,0,0,0,0,0,0,0.83,5.88
V27-38,61.367,-11.5,-1317,0.02,9.963,0.31,0,0,0,0,0,0.31,0,10.77,0,0,0,6.73,42.86,17.49,10.77,0,0,0,5.38,0,0,0,0,2.69,2.69
